fairness code,emotion code,trust code,20 types,fairness,trust,emotion,ID,fairness OR,trust OR,emotion OR
"2, 99c",9,4,"1,3",4,4,3.666666667,R_2QfboIDY5AsmN1H,Chris was selected (or not) using the same standards that were applied to others however without knowing the details of the algorithm one cannot know whether it was fair in that regard,I don't know the details but would presume some thought and effort was put into the algorithm's design,Chris would be happy for the chance but also worried that the algorithm was unfair
3,52,needs more info,"4,3",5,3,3.333333333,R_3QU5tF5MYnGsKnD,"the algorithm is probably looking for specific qualifications for a job, so it makes sense to streamline the process with an algorithm.",I am not sure. I think I need more information about the algorithm and exactly what it is looking to know of I trust it.,I think Chris doesnt really know how to feel because his fate relays on a computer algorthm.
3,16,"7, 9","1,3",5,4,2.5,R_2ROI6kzmusW4ab6,It's somewhat fair because it can quickly sift through the resumes vs the time it would take for a person.,"I trust that the algorithm would definitely pick out key words and such within the resumes, but people can easily butter themselves up but not be qualified.",I'm assuming Chris' resume was not part of the top applicants so he most definitely feels disappointed because it's like he never even got a chance.
3,8,"4, 9","2,3",5,4,3,R_22zSQ63MI2f2utF,It is somewhat fair because all applicants are initially analyzed by the algorithm equally.  The fairness also depends on the effectiveness of the algorithm to assess candidates.  The algorithm is likely necessary for the company because the manager does not have time to individually review all resumes.,"I place some trust in the fact that the company has adequately set up the algorithm to screen for certain qualities in the resume.  However, I know that Applicant Tracking Systems do tend to make mistakes, so I would not place my full trust in it.",Chris may feel as though his resume is not being given adequate attention by a human being.
3,needs more info,7,"4,2",6,4,4,R_2ah83h9cssp9uxO,"The algorithm, if configured correctly, could lead to efficiency",Algorithms are mathematically based and can be very sound predictors.,I'm not sure how he'd feel.
3,needs more info,3,"3,2",6,4,5,R_oZZXEJkVk8LvxT3,If it is to the benefit of being more efficient in waiting on customers then needing him to work a t a specicif time should be quite fiar,It's technology and it should be better at figuring out the most efficient way of doing something,I don't know  Chris so how can I say how he feels. maybe he might be angry because he need to be off .
3,100b,7,"4,1",6,4,3.666666667,R_1CJfbueamtijysI,It made the jobs of both easier by analyzing the breakdown history,"I would trust it some, simply because it is a program","He made the algorithm to help, then ended up having to do more work."
3,13,100a,"2,3",6,5,2.166666667,R_2aPs5JhDuYJw1fv,"There are thousands of Resumes to review, so we need robotic assistances","The manager would use the ones that fit a certain mold, and would be able to dedicate the appropiate time to each",I wouldn't like it from a prospects perspective.
3,9,7,"3,3",6,5,2.5,R_1eyOPlUKF1chKEZ,"There would be too many applications to go through manually, so there needs to be some system to cut down on the number of applicants.","If the algorithm is made well, it should only allow the most qualified applicants to get interviews",Chris might not think it is fair that he could get eliminated just because of an algorithm
3,52,7,"1,4",5,5,3,R_1LNf8JNkdwksZPf,It seems fair that his performance should be evaluated and using an algorythm is a time and cost efficient way to do this,"I think the algorithm could be very good at making evaluations,",Most employees would probably not like the algorithm evaluating them.
3,16,7,"2,2",6,5,3,R_3gLz6moJ1D2s9qi,The algorithm is efficiently analyzing when Chris should come in so it is fair,I trust that the algorithm will do a good job choosing employees,Chris would probably feel disappointed and frustrated that he has to work mornings
3,13,100a,"1,2",6,5,3.333333333,R_1kTBTUlfnTNdXPH,the algorithm makes sense and Chris probably makes more money on that schedule,algorithm makes sense,"he probably likes the schedule but most people aren't overall happy with their jobs, especially in the service sector"
3,16,7,"1,3",5,5,3.5,R_1DOwNjoFdtEQttw,"I am sure the computer has been programmed to filter through various words, phrases, and definitions to determine who fits the position more readily.  It's not a perfect system, but I am sure it saves time and money.","Like I stated before, it is not a perfect system, but a necessary one in today's world of over abundant applicants.  If I were a young applicant, I would ""make some noise"" in another way (calmly) to get the attention of a company if I was not selected as a top applicant.","We don't know yet if the computer has selected Chris as one of the top applicants. He may be some what disappointed and frustrated and angry with the whole process, but as of now he just has to be patient."
3,52,6,"2,3",5,5,3.666666667,R_saHyvb1z9pXgut3,I think it is somewhat fair because it takes the pressure off the manager so it is wise to use the algorithm.,I think the manager would definitely look at the top people and make a wise decision.,Chris would probably feel like the manager could have done a better job and not rely on the computer.
3,needs more info,6,"2,1",7,5,4,R_20MdFTmiLMcAjlG,By using the algorithmic analysis it is insuring that maintenance is done when needed on machines and helps keep them working better. His job is to do maintancance and this can make his job better.,The manager is only telling what the computer analysis is letting them know.,It is not clear to me what his feelings would be about this.
3,16,9,"1,4",6,5,4,R_1lav96d7dRNSIRE,ITs fair as long as the same system is used for all employess and if problems that arise are evaluted by humans.,Its hard for me to put more that a moderate amount of trust in an algorithm that evalutes how humans interact.,How Chris would feel about the algorithms evaluation of him would depend on whether or not he feels if he is being evaluted accurately.
3,52,5,"2,3",5,5,4,R_bpx8izPY3jy3jeV,It's somewhat fair.  The algorithm can successfully vet options down to the most qualified applicants.  The manager should still conduct interviews in order to judge character.,The algorithm will select the most qualified based on information presented.,Chris might feel that it's unfair for a computer to select top applicants.
3,52,9,"2,3",6,5,4,R_2XbcRZL4iztuk8o,"If there are a lot of applicants, the use of the algorithm would help streamline the process.",I do not think algorithms are fool proof.,Chris might be a bit disappointed that a human was not evaluating all of the applications.
3,18,"9, 10","3,3",5,5,4,R_3oz8tpKqrSIpd3L,the algorithm used would easily parse out lower qualified candidates,there can always be errors or prejudice applied,I don't feel he would necessarily feel any of these emotions
3,100a,9,"1,3",6,5,4.333333333,R_1pWDDD1Kzze0S9y,The algorithm weeds out the less qualified applicants and finds the most qualified for the position the company is looking for.,Just like anything I'm sure there can be errors from time to time. Which could result in someone missing out on an opportunity.,All I can do is answer the way I would feel in the situation.
