fairness ID,20 types fairness,fairness,fairness code,fairness OR,trust ID,20 types trust,trust,trust code,trust OR,emotion ID,20 types emotion,emotion,emotion code,emotion OR
R_UtMJn2WYzRQNlK1,"3,3",6,2,I think there is an opportunity for qualified applicants to be missed but as long as the algorithm evaluates Chris' application on the same standards as others then it should be fair.,R_1FKw4ApwD10BpQ5,"1,1",5,7,"I would assume the algorithm assigns tasks well , otherwise it wouldn't be used to perform this function",R_27HCWLdLNiS8aEy,"4,3",5,16,"It depends on whether or not he was picked. If he is, then he would be happy. I am assuming he was picked."
R_yDs5yHQu8l7VYhX,"2,3",6,2,All the applicants are subject to the same algorithm.  It is fair since it is used across the board on all applications.,R_1rJ4Xfx7R6PH6qj,"3,2",5,6,Computer's are smart + human monitoring should work fine,R_2bkiUx30PTeKEyB,"3,3",5.166666667,18,"I believe Chirs wouldn't feel any negative emotions about the process and would neither be happy at the same time.  He would just think its fair, possible a little proud that a company has such an advanced algorithm"
R_1n88eMqmyoEVFc7,"1,4",6,2,I think it is fair becuse every other employee gets the same algorithm.,R_3shs3FzAS6bd5LA,"4,1",5,7,Expert systems like that are usually well researched and programmed.,R_vidqTHwAmtH8rLP,"1,2",5.666666667,13,if he still works there he has to enjoy it as that is how he does it.
R_1o7vKVeQ4m15627,"2,4",5,2,I think it is fair since everyone is judged by the same algorithm and they know what kind of algorithm it is beforehand.,R_1DzZF0lJVToGlTC,"1,1",5,9,"Computer programs make mistakes, so they should always be used with the expectation that you need to double check.",R_pLrF3JxrmbT7vVL,"3,4",2.666666667,16,"The algorithm has flagged him for a performance review. This would make Chris anxious as to why this decision was made, he is likely to be unhappy about this."
R_2ScPHA77ATfKrhh,"5,2",6,2,The manager takes every employee into consideration when scheduling,R_3flwAI4RimkSSAp,"3,1",7,7,unlike a person the algorthm won't make mistakes and assign unneeded work,R_3illAON2R1oYgos,"2,3",4,16,Did he get selected as a top prospect or not? That would make a big difference!
R_2e2RgV2M6hTNVhe,"1,3",5,2,It is weighing all the applicants information and scores and deciding which ones are the best fit for the position.,R_27CpIkziFSSrPpY,"1,1",5,7,"IF THE ALGORITHM MADE TOO MANY MISTAKES, IT WOULD NOT BE USED",R_3DdToAwguotx1OF,"5,3",4,16,"I can't really say how Chris would be feeling, since the story does not indicate if Chris was one of the top applicants or not. I don't know if he was picked for an interview or rejected without more information."
R_3GwbfgyGbTWpPs3,"1,3",6,2,The algorithm treats all applicants the same,R_33jYbHgGDuCos3q,"2,3",7,100a,I don't see why he wouldn't.,R_21yMLfUXzNTp7GC,"2,3",4.5,18,I think that Chris would overall not have strong feelings about the situation.
R_0TA4AYjjs3RMZLb,"3,3",6,2,"It is the process used on all applicants, no one applicant has an advantage.",R_3PBl7HFmCr8KCka,"3,1",7,7,It is a all done by a computer which is trustworthy,R_3emoxPku8qRJEN8,"5,3",4.5,18,"I think Chris would feel like this is a normal hiring process, and wouldn't be particularly happy or unhappy about it, and definitely not angry about it"
R_24jboRutXrMmq6P,"1,3",5,2,"Chirs has an equal chance with everyone else, depending on programming rules. Does it exclude females or racial minorities?",R_3KDgePzbGtQjR0F,"3,3",1,2,Because the end result is based upon the programmer's bias.  The manager may not find a programming error or problem for months or years which might mean good qualified candidates were being dumped and discarded for the duration and the company would have lost out.,R_suTuBJ7nW4CRRWV,"5,3",5,2,"The manager is looking at every resume, which is a good thing. Because it's fair there's no reason to be angry."
R_sFEv7cP65abj1C1,"2,4",5,2,At least their is some basic and equal standard to be measured by,R_20OTdhnyWehOGqY,"1,3",3,51,The algorithm is bound to identify some quality candidates based on it's programming.,R_yruCx44r4VTrx7z,"1,3",5.166666667,3,I think he would be happy because it would save him time. It would also keep him from being frustrated going through hundreds of applications.
R_BPzPIyIKKbZbTwt,"3,3",6,2,because if thats how the hire all their people then its only fair for them to do it that way with chris,R_1DH0uLinq53CZBL,"1,4",3,9,Different situations have to be handled differently. I'm not sure if an algorithm can detect can accurately detect all situations.,R_2ZNt1C9wrEPFdPW,"5,3",5.166666667,2,he might feel a bit happy that it is a fair selection
R_cV0W0DirFuTGx2N,"4,3",6,2,the algorithm should presumably apply the same selection criteria to everyone equally,R_2cpHVK9GUGFizFu,"4,2",3,2,I don't think it would take into account personal issue to dictate work schedule,R_2ts3jhaICuzWCW7,"4,2",5.333333333,1,This would be the most practical and fair way of assigning people
R_27v2GOn3kz9GdpW,"1,3",7,2,every resume goes through this same process so it's fair,R_1eIArOdAUmo83Ma,"1,2",3,9,It seems difficult to determine without knowing the specifications of the algorithm.,R_2ts3jhaICuzWCW7,"4,2",5.333333333,3,This would be the most practical and fair way of assigning people
R_3pf2iQOqfbqJxo8,"2,4",6,2,Everyone else is evaluated by the algorithm as well.,R_1IckzQU1RMpxmmO,"3,4",4,4,They hopefully wouldn't implement it if it didn't work.,R_20VF6pwA03yRy8y,"5,2",5.5,18,There is no reason for him to be mad when the process is fair.
R_1DwnCOF75s37nRv,"5,3",6,2,Everyone seems to have an equal chance of being chosen for an onsite interview. So I don't think it is unfair.,R_32Y3P2BiKaqLAWy,"4,2",4,6,It seems as if it would be a fair way to do so.,R_6hE4DpAMlRS8Ik9,"5,2",5.666666667,16,I think Chris would be happy to work mornings at a coffee shop. This shows that the manager things he does a good job.
R_515IXhl41upn47T,"1,2",5,2,"So long as everyone is being treated equally I see no problem with using the algorithm. By that I mean that every employee gets to participate in the busy shifts, as well as the quiet ones.",R_yPgpJHz3xwJX91T,"1,2",4,needs more info,"I don't know exactly how the algorithm works so I can't be sure if it's properly working. So, I am hesitant to put all my trust in it.",R_1FRlHW0A0XgdXHZ,"3,3",6,100c,"If Chris is picked for an interview, he would know that the algorithm considers him a top applicant."
R_1KlLJaWeWsi3mIm,"2,3",5,2,It treats everyone the same and gives them the same chance of being selected if they are good enough candidates.,R_1QuPvR4Uz8s32Mm,"2,3",4,100a,the algorithm is set to select ony the best candidates for the position based on the information exported from the resumes,R_0qQCZsGeCWCXjlD,"5,3",7,16,"If Chris is qualified, he should feel good about being selected."
R_O9wXy8ekJjWm6ml,"2,2",6,2,"I think it is somewhat fair because it's based on a formula that analyzes the availabilities of all the employees, and takes everyone into consideration. Also, the computer isn't playing favorites because it's just using a formula with inputted data.",R_UtMJn2WYzRQNlK1,"3,3",4,11,Algorithms are only as good as the rules they are given.  Since these are dictated by humans there will always be room for error.,R_1rDlJbtpEIOSUOB,"4,3",3.333333333,11,I think he would have preferred his resume be looked at differently.
R_1fiU6406B5sP6O1,"2,3",6,2,Each candidate is initiually evaluated using the same algorithm,R_yDs5yHQu8l7VYhX,"2,3",4,6,He will only review the resumes selected by the algorithm.,R_1lgxb2xK8Ju9jyq,"2,2",4.666666667,18,He would probably feel indifferent because it's a computer.
R_1gMjsLb0TcnXgAZ,"2,4",5,2,"It is hard for an algorithm to be totally fair, but it seems that if everyone is being judged using the same algorithm, that's ok.",R_1n88eMqmyoEVFc7,"1,4",4,3,I do not htink it is a perfect method but costs less and is fast.,R_1lgxb2xK8Ju9jyq,"2,2",4.666666667,14,He would probably feel indifferent because it's a computer.
R_27HCWLdLNiS8aEy,"4,3",6,2,The same process is used for all potential hires.,R_1o7vKVeQ4m15627,"2,4",4,9,"There is quite a bit of personal information about the employee that is lost when evaluating with an algorithm, so I would not say that there is a lot of trust in the manager to make the best evaluations.",R_1F9TrM8vWJvOiG2,"3,3",4,16,It doesn't say whether or not his application was chosen so I don't know how he would feel
R_2bkiUx30PTeKEyB,"3,3",6,2,I believe it's fair since the algorithm is the same for every applicant.,R_2ScPHA77ATfKrhh,"5,2",4,100a,Chris has some trust towards his manager over making the schedule fairly,R_yUSpq2vntUxm1d7,"2,2",7,7,He will be happy because he is confident that the algorithm is relaying accurate information. So he is confident that he is needed to work in the mornings.
R_vidqTHwAmtH8rLP,"1,2",5,2,its a program that schedules employees it schedules them all the same way,R_2e2RgV2M6hTNVhe,"1,3",5,2,They are weighing everyone's information equally so the process is fair.,R_1DYJ2lenuIDVSDn,"3,4",4.666666667,18,I don't think Chris is going to have strong feelings about this.
R_pLrF3JxrmbT7vVL,"3,4",6,2,"If the algorithm is applied the same way to everybody, and is tweaked for accuracy, it is perfectly fair that it decided Chris' performance needed to be evaluated.",R_3GwbfgyGbTWpPs3,"1,3",5,7,"I believe that the algorithm will make choices to the best of its ability, though it is possible it was not designed to be the best",R_25TuGmEZkWEXG15,"1,3",3.5,16,"Chris may feel happy that it is left up to an algorithm to select the seemingly best candidates, or he could feel frusterated that he doesnt get a chance to leave a first impression with a person."
R_3illAON2R1oYgos,"2,3",6,2,It seems like this algorithm is fair in processing all the applicants.,R_3GwbfgyGbTWpPs3,"1,3",5,9,"I believe that the algorithm will make choices to the best of its ability, though it is possible it was not designed to be the best",R_1plljhWQU2jRG3W,"2,4",4,needs more info,I have zero knowledge of Chris or what his evaluation said so I can even begin to make this kind of judgement.
R_3DdToAwguotx1OF,"5,3",7,2,He was analyzed fairly and mixed in with everyone else. No one seems to have gotten special treatment.,R_0TA4AYjjs3RMZLb,"3,3",5,6,"an algorithm by a computer is ok, but human involvement is perfered",R_2QfboIDY5AsmN1H,"1,3",3.666666667,9,Chris would be happy for the chance but also worried that the algorithm was unfair
R_21yMLfUXzNTp7GC,"2,3",7,2,I think it's fair because all applicants have to go through the same process.,R_24jboRutXrMmq6P,"1,3",5,1,I think it would choose groups on degree values or experience without prejudice or emotional bias.,R_3QU5tF5MYnGsKnD,"4,3",3.333333333,52,I think Chris doesnt really know how to feel because his fate relays on a computer algorthm.
R_3emoxPku8qRJEN8,"5,3",6,2,"It sounds like the manager is giving equal time to reading all the resumes and statements, then selecting those that look like the best fit.  So he had an equal opportunity to be chosen for an interview.  It's unrealistic to expect the manager to spend the time to do in person interviews with over a thousand people.",R_sFEv7cP65abj1C1,"2,4",5,6,If he is making a judgement based on how positive or negative the algorithm is than it should be fairly simple to make a decent analysis,R_2ROI6kzmusW4ab6,"1,3",2.5,16,I'm assuming Chris' resume was not part of the top applicants so he most definitely feels disappointed because it's like he never even got a chance.
R_suTuBJ7nW4CRRWV,"5,3",6,2,"The manager looks over every resume, giving everyone an equal chance.",R_BPzPIyIKKbZbTwt,"3,3",5,4,i think if thats how they have been hiring theie employees since day one and it has worked for them then i trust they know what they are doing,R_22zSQ63MI2f2utF,"2,3",3,8,Chris may feel as though his resume is not being given adequate attention by a human being.
R_yruCx44r4VTrx7z,"1,3",6,2,"It helps to weed out the people that don't have the appropriate qualifications. Sure some people may be skipped over, but it saves time for the employer in the long run.",R_BPzPIyIKKbZbTwt,"3,3",5,6,i think if thats how they have been hiring theie employees since day one and it has worked for them then i trust they know what they are doing,R_2ah83h9cssp9uxO,"4,2",4,needs more info,I'm not sure how he'd feel.
R_2ZNt1C9wrEPFdPW,"5,3",6,2,everyone has a fair chance of being selected due tot heir resume,R_cV0W0DirFuTGx2N,"4,3",5,4,I assume the company is satisfied with it if they continue to use it,R_oZZXEJkVk8LvxT3,"3,2",5,needs more info,I don't know  Chris so how can I say how he feels. maybe he might be angry because he need to be off .
R_2ts3jhaICuzWCW7,"4,2",7,2,"If the algorithm treats everyone the same, it should be a fair assignment.",R_cV0W0DirFuTGx2N,"4,3",5,6,I assume the company is satisfied with it if they continue to use it,R_1CJfbueamtijysI,"4,1",3.666666667,100b,"He made the algorithm to help, then ended up having to do more work."
R_20VF6pwA03yRy8y,"5,2",7,2,The manager is considering everyone when making this decision.,R_27v2GOn3kz9GdpW,"1,3",5,7,"I'm sure the algorithm looks for key words and qualifications so overall, it makes good selections.",R_2aPs5JhDuYJw1fv,"2,3",2.166666667,13,I wouldn't like it from a prospects perspective.
R_6hE4DpAMlRS8Ik9,"5,2",7,2,The manager takes the time to assess what each employees availability and potential are so it's fair.,R_3pf2iQOqfbqJxo8,"2,4",5,7,"If it is being used, it must be effective.",R_1eyOPlUKF1chKEZ,"3,3",2.5,9,Chris might not think it is fair that he could get eliminated just because of an algorithm
R_1FRlHW0A0XgdXHZ,"3,3",6,2,I think that it is fair to Chris as long as all the other applicant are subject to the same algorithm monitored by the manager,R_1DwnCOF75s37nRv,"5,3",5,4,"I am not sure if he is a good-decision maker. However, he is a manager at a high-tech company, so he got there by accomplishment ( I am guessing).",R_1LNf8JNkdwksZPf,"1,4",3,52,Most employees would probably not like the algorithm evaluating them.
